NO_OF_FRAMES	24000
NO_OF_CAMERAS	18
NO_OF_MARKERS	1
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-11-11, 09:16:52.722	2649.02526600
DATA_INCLUDED	3D
MARKER_NAMES	marker
TRAJECTORY_TYPES	Measured
Frame	Time	marker X	marker Y	marker Z	
21169	105.84000	-476.456	-223.071	1000.276
21170	105.84500	-464.608	-223.127	993.689
21171	105.85000	-452.717	-223.205	987.011
21172	105.85500	-440.828	-223.377	980.379
21173	105.86000	-428.954	-223.598	973.685
21174	105.86500	-417.065	-223.883	966.905
21175	105.87000	-405.189	-224.226	960.104
21176	105.87500	-393.303	-224.640	953.259
21177	105.88000	-381.420	-225.095	946.331
21178	105.88500	-369.559	-225.579	939.304
21179	105.89000	-357.683	-226.176	932.214
21180	105.89500	-345.785	-226.793	925.077
21181	105.90000	-333.828	-227.445	917.870
21182	105.90500	-321.861	-228.160	910.586
21183	105.91000	-309.872	-228.923	903.241
21184	105.91500	-297.761	-229.760	895.848
21185	105.92000	-285.639	-230.643	888.472
21186	105.92500	-273.519	-231.594	881.049
21187	105.93000	-261.365	-232.638	873.635
21188	105.93500	-249.185	-233.721	866.228
21189	105.94000	-237.042	-234.886	858.826
21190	105.94500	-224.925	-236.072	851.480
21191	105.95000	-212.840	-237.342	844.200
21192	105.95500	-200.767	-238.686	836.885
21193	105.96000	-188.741	-240.060	829.630
21194	105.96500	-176.743	-241.498	822.433
21195	105.97000	-164.782	-242.988	815.265
21196	105.97500	-152.863	-244.572	808.114
21197	105.98000	-141.020	-246.152	801.054
21198	105.98500	-129.145	-247.803	794.017
21199	105.99000	-117.308	-249.474	787.001
21200	105.99500	-105.464	-251.244	780.047
21201	106.00000	-93.560	-253.007	773.126
21202	106.00500	-81.651	-254.842	766.237
21203	106.01000	-69.642	-256.699	759.386
21204	106.01500	-57.557	-258.635	752.567
21205	106.02000	-45.363	-260.663	745.790
21206	106.02500	-33.077	-262.757	739.089
21207	106.03000	-20.753	-264.922	732.462
21208	106.03500	-8.344	-267.148	725.901
21209	106.04000	4.044	-269.466	719.453
21210	106.04500	16.472	-271.841	713.044
21211	106.05000	28.880	-274.294	706.857
21212	106.05500	41.208	-276.799	700.739
21213	106.06000	53.428	-279.377	694.708
21214	106.06500	65.521	-282.039	688.810
21215	106.07000	77.456	-284.670	682.958
21216	106.07500	89.146	-287.387	677.205
21217	106.08000	100.750	-290.033	671.541
21218	106.08500	112.239	-292.710	665.842
21219	106.09000	123.555	-295.358	660.209
21220	106.09500	134.729	-298.038	654.554
21221	106.10000	145.879	-300.685	648.890
21222	106.10500	157.037	-303.382	643.211
21223	106.11000	168.238	-306.098	637.493
21224	106.11500	179.528	-308.912	631.765
21225	106.12000	190.815	-311.788	626.047
21226	106.12500	202.225	-314.737	620.355
21227	106.13000	213.738	-317.806	614.632
21228	106.13500	225.298	-320.998	609.019
21229	106.14000	236.795	-324.286	603.458
21230	106.14500	248.253	-327.626	598.000
21231	106.15000	259.677	-330.980	592.654
21232	106.15500	270.935	-334.412	587.400
21233	106.16000	282.012	-337.822	582.258
21234	106.16500	292.956	-341.191	577.215
21235	106.17000	303.691	-344.522	572.273
21236	106.17500	314.226	-347.782	567.446
21237	106.18000	324.570	-350.991	562.772
21238	106.18500	334.800	-354.172	558.164
21239	106.19000	344.863	-357.346	553.629
21240	106.19500	354.887	-360.467	549.190
21241	106.20000	364.886	-363.614	544.873
21242	106.20500	374.960	-366.803	540.645
21243	106.21000	385.104	-369.999	536.489
21244	106.21500	395.316	-373.249	532.445
21245	106.22000	405.653	-376.603	528.464
21246	106.22500	416.077	-380.050	524.600
21247	106.23000	426.671	-383.543	520.822
21248	106.23500	437.354	-387.117	517.137
21249	106.24000	448.135	-390.729	513.533
21250	106.24500	459.007	-394.429	510.046
21251	106.25000	469.861	-398.186	506.634
21252	106.25500	480.785	-401.966	503.315
21253	106.26000	491.637	-405.798	500.098
21254	106.26500	502.521	-409.614	496.863
21255	106.27000	513.298	-413.401	493.669
21256	106.27500	524.050	-417.209	490.540
21257	106.28000	534.706	-420.989	487.492
21258	106.28500	545.292	-424.783	484.432
21259	106.29000	555.812	-428.565	481.432
21260	106.29500	566.224	-432.362	478.484
21261	106.30000	576.573	-436.148	475.666
21262	106.30500	586.873	-439.893	472.857
21263	106.31000	597.088	-443.702	470.086
21264	106.31500	607.280	-447.488	467.407
21265	106.32000	617.459	-451.296	464.754
21266	106.32500	627.657	-455.101	462.152
21267	106.33000	637.867	-458.936	459.605
21268	106.33500	648.070	-462.787	457.103
21269	106.34000	658.361	-466.673	454.603
21270	106.34500	668.676	-470.611	452.161
21271	106.35000	678.951	-474.612	449.773
21272	106.35500	689.265	-478.638	447.470
21273	106.36000	699.593	-482.642	445.174
21274	106.36500	709.826	-486.722	443.012
21275	106.37000	720.031	-490.767	440.922
21276	106.37500	730.186	-494.790	438.936
21277	106.38000	740.235	-498.851	437.003
21278	106.38500	750.175	-502.876	435.196
21279	106.39000	760.021	-506.817	433.423
21280	106.39500	769.771	-510.723	431.748
21281	106.40000	779.449	-514.605	430.161
21282	106.40500	789.054	-518.399	428.622
21283	106.41000	798.617	-522.197	427.170
21284	106.41500	808.176	-525.993	425.775
21285	106.42000	817.737	-529.734	424.450
21286	106.42500	827.284	-533.502	423.173
21287	106.43000	836.851	-537.321	421.996
21288	106.43500	846.456	-541.139	420.917
21289	106.44000	856.114	-545.002	419.887
21290	106.44500	865.796	-548.898	418.941
21291	106.45000	875.487	-552.814	418.143
21292	106.45500	885.245	-556.740	417.421
21293	106.46000	894.967	-560.653	416.815
21294	106.46500	904.627	-564.606	416.348
21295	106.47000	914.249	-568.516	415.966
21296	106.47500	923.823	-572.395	415.744
21297	106.48000	933.276	-576.270	415.613
21298	106.48500	942.653	-580.104	415.630
21299	106.49000	951.987	-583.873	415.746
21300	106.49500	961.193	-587.631	415.973
21301	106.50000	970.269	-591.348	416.290
21302	106.50500	979.286	-595.010	416.677
21303	106.51000	988.193	-598.636	417.086
21304	106.51500	996.995	-602.304	417.553
21305	106.52000	1005.748	-605.895	418.029
21306	106.52500	1014.449	-609.473	418.520
21307	106.53000	1023.016	-613.056	419.020
21308	106.53500	1031.524	-616.607	419.490
21309	106.54000	1040.011	-620.126	419.977
21310	106.54500	1048.454	-623.596	420.487
21311	106.55000	1056.802	-627.125	421.022
21312	106.55500	1065.126	-630.619	421.587
21313	106.56000	1073.442	-634.022	422.225
21314	106.56500	1081.679	-637.457	422.949
21315	106.57000	1089.835	-640.828	423.826
21316	106.57500	1097.997	-644.187	424.852
21317	106.58000	1106.052	-647.509	425.990
21318	106.58500	1114.004	-650.817	427.315
21319	106.59000	1121.895	-654.063	428.769
21320	106.59500	1129.717	-657.313	430.463
21321	106.60000	1137.450	-660.489	432.238
21322	106.60500	1145.158	-663.616	434.152
21323	106.61000	1152.827	-666.757	436.187
21324	106.61500	1160.451	-669.920	438.301
21325	106.62000	1168.071	-672.985	440.468
21326	106.62500	1175.668	-676.083	442.694
21327	106.63000	1183.268	-679.167	444.995
21328	106.63500	1190.884	-682.254	447.262
21329	106.64000	1198.470	-685.316	449.644
21330	106.64500	1206.070	-688.379	451.929
21331	106.65000	1213.659	-691.412	454.319
21332	106.65500	1221.215	-694.460	456.678
21333	106.66000	1228.766	-697.496	459.091
21334	106.66500	1236.277	-700.489	461.542
21335	106.67000	1243.688	-703.432	464.044
21336	106.67500	1251.057	-706.360	466.542
21337	106.68000	1258.296	-709.247	469.153
21338	106.68500	1265.442	-712.029	471.815
21339	106.69000	1272.481	-714.781	474.560
21340	106.69500	1279.360	-717.436	477.415
21341	106.70000	1286.076	-720.008	480.329
21342	106.70500	1292.581	-722.487	483.377
21343	106.71000	1298.934	-724.883	486.506
21344	106.71500	1305.104	-727.171	489.650
21345	106.72000	1311.111	-729.357	492.886
21346	106.72500	1316.969	-731.447	496.163
21347	106.73000	1322.711	-733.528	499.474
21348	106.73500	1328.353	-735.507	502.771
21349	106.74000	1333.929	-737.467	506.051
21350	106.74500	1339.466	-739.372	509.352
21351	106.75000	1345.005	-741.276	512.648
21352	106.75500	1350.572	-743.225	515.904
21353	106.76000	1356.114	-745.159	519.189
21354	106.76500	1361.693	-747.158	522.454
21355	106.77000	1367.214	-749.142	525.794
21356	106.77500	1372.712	-751.121	529.176
21357	106.78000	1378.043	-753.078	532.551
21358	106.78500	1383.279	-754.960	536.006
21359	106.79000	1388.335	-756.745	539.529
21360	106.79500	1393.209	-758.415	543.112
21361	106.80000	1397.892	-759.978	546.791
21362	106.80500	1402.389	-761.407	550.547
21363	106.81000	1406.718	-762.748	554.326
21364	106.81500	1410.885	-763.990	558.196
21365	106.82000	1414.985	-765.192	562.072
21366	106.82500	1419.011	-766.372	565.978
21367	106.83000	1423.043	-767.536	569.940
21368	106.83500	1427.082	-768.757	573.902
21369	106.84000	1431.187	-770.008	577.919
21370	106.84500	1435.388	-771.299	581.899
21371	106.85000	1439.612	-772.666	585.936
21372	106.85500	1443.935	-774.088	589.953
21373	106.86000	1448.337	-775.571	594.041
21374	106.86500	1452.769	-777.094	598.182
21375	106.87000	1457.178	-778.648	602.367
21376	106.87500	1461.594	-780.169	606.628
21377	106.88000	1465.889	-781.731	610.924
21378	106.88500	1470.065	-783.309	615.334
21379	106.89000	1474.048	-784.759	619.784
21380	106.89500	1477.869	-786.134	624.286
21381	106.90000	1481.480	-787.369	628.836
21382	106.90500	1484.919	-788.526	633.425
21383	106.91000	1488.187	-789.556	638.078
21384	106.91500	1491.304	-790.491	642.770
21385	106.92000	1494.221	-791.403	647.488
21386	106.92500	1497.000	-792.222	652.274
21387	106.93000	1499.652	-793.088	657.051
21388	106.93500	1502.218	-793.900	661.880
21389	106.94000	1504.752	-794.704	666.716
21390	106.94500	1507.132	-795.542	671.573
21391	106.95000	1509.598	-796.394	676.471
21392	106.95500	1511.921	-797.235	681.372
21393	106.96000	1514.200	-798.161	686.287
21394	106.96500	1516.417	-799.064	691.203
21395	106.97000	1518.552	-800.031	696.113
21396	106.97500	1520.576	-801.011	701.042
21397	106.98000	1522.472	-801.936	705.897
21398	106.98500	1524.202	-802.845	710.727
21399	106.99000	1525.847	-803.790	715.531
21400	106.99500	1527.304	-804.687	720.265
21401	107.00000	1528.559	-805.517	724.904
21402	107.00500	1529.632	-806.321	729.466
21403	107.01000	1530.489	-807.057	733.917
21404	107.01500	1531.122	-807.710	738.278
21405	107.02000	1531.481	-808.362	742.527
21406	107.02500	1531.610	-808.882	746.654
21407	107.03000	1531.516	-809.309	750.691
21408	107.03500	1531.133	-809.649	754.611
21409	107.04000	1530.518	-809.864	758.413
21410	107.04500	1529.668	-809.982	762.137
21411	107.05000	1528.584	-810.017	765.766
21412	107.05500	1527.285	-809.970	769.356
21413	107.06000	1525.857	-809.848	772.868
21414	107.06500	1524.208	-809.721	776.329
21415	107.07000	1522.516	-809.561	779.760
21416	107.07500	1520.685	-809.402	783.185
21417	107.08000	1518.777	-809.273	786.600
21418	107.08500	1516.782	-809.154	789.965
21419	107.09000	1514.697	-809.070	793.367
21420	107.09500	1512.548	-809.020	796.703
21421	107.10000	1510.310	-809.034	800.029
21422	107.10500	1508.049	-809.040	803.356
21423	107.11000	1505.709	-809.029	806.601
21424	107.11500	1503.313	-809.067	809.859
21425	107.12000	1500.899	-809.110	813.121
21426	107.12500	1498.371	-809.203	816.319
21427	107.13000	1495.738	-809.325	819.543
21428	107.13500	1493.038	-809.422	822.768
21429	107.14000	1490.153	-809.516	825.898
21430	107.14500	1487.140	-809.558	829.048
21431	107.15000	1483.954	-809.568	832.152
21432	107.15500	1480.522	-809.539	835.242
21433	107.16000	1476.958	-809.462	838.313
21434	107.16500	1473.177	-809.343	841.327
21435	107.17000	1469.268	-809.198	844.311
21436	107.17500	1465.130	-809.086	847.295
21437	107.18000	1460.901	-808.983	850.199
21438	107.18500	1456.523	-808.872	853.060
21439	107.19000	1452.031	-808.783	855.841
21440	107.19500	1447.458	-808.749	858.538
21441	107.20000	1442.720	-808.718	861.127
21442	107.20500	1437.919	-808.631	863.617
21443	107.21000	1433.019	-808.589	866.050
21444	107.21500	1428.040	-808.537	868.357
21445	107.22000	1423.057	-808.464	870.639
21446	107.22500	1417.925	-808.393	872.901
21447	107.23000	1412.756	-808.357	875.125
21448	107.23500	1407.548	-808.335	877.343
21449	107.24000	1402.245	-808.350	879.586
21450	107.24500	1396.922	-808.377	881.849
21451	107.25000	1391.444	-808.427	884.139
21452	107.25500	1385.986	-808.505	886.476
21453	107.26000	1380.444	-808.601	888.829
21454	107.26500	1374.891	-808.735	891.181
21455	107.27000	1369.267	-808.915	893.524
21456	107.27500	1363.603	-809.093	895.877
21457	107.28000	1357.809	-809.346	898.145
21458	107.28500	1351.985	-809.634	900.381
21459	107.29000	1346.044	-809.957	902.431
21460	107.29500	1339.995	-810.282	904.299
21461	107.30000	1333.860	-810.548	905.954
21462	107.30500	1327.721	-810.774	907.429
21463	107.31000	1321.464	-810.909	908.625
21464	107.31500	1315.093	-810.977	909.607
21465	107.32000	1308.682	-810.986	910.416
21466	107.32500	1302.217	-811.009	911.104
21467	107.33000	1295.710	-810.979	911.650
21468	107.33500	1289.119	-811.016	912.108
21469	107.34000	1282.512	-810.967	912.472
21470	107.34500	1275.948	-810.981	912.792
21471	107.35000	1269.377	-811.021	913.138
21472	107.35500	1262.855	-811.080	913.478
21473	107.36000	1256.381	-811.210	913.831
21474	107.36500	1250.031	-811.394	914.186
21475	107.37000	1243.706	-811.639	914.568
21476	107.37500	1237.504	-811.934	914.897
21477	107.38000	1231.397	-812.349	915.204
21478	107.38500	1225.395	-812.773	915.477
21479	107.39000	1219.574	-813.206	915.727
21480	107.39500	1213.909	-813.625	915.881
21481	107.40000	1208.279	-814.091	916.000
21482	107.40500	1202.809	-814.552	916.073
21483	107.41000	1197.358	-815.014	916.141
21484	107.41500	1192.023	-815.494	916.175
21485	107.42000	1186.658	-816.027	916.199
21486	107.42500	1181.406	-816.502	916.243
21487	107.43000	1176.105	-817.019	916.278
21488	107.43500	1170.859	-817.489	916.316
21489	107.44000	1165.637	-817.952	916.370
21490	107.44500	1160.460	-818.428	916.512
21491	107.45000	1155.273	-818.946	916.649
21492	107.45500	1150.130	-819.476	916.815
21493	107.46000	1144.943	-820.069	916.917
21494	107.46500	1139.716	-820.665	916.913
21495	107.47000	1134.448	-821.292	916.735
21496	107.47500	1129.123	-821.861	916.287
21497	107.48000	1123.800	-822.367	915.554
21498	107.48500	1118.464	-822.702	914.590
21499	107.49000	1113.058	-822.919	913.305
21500	107.49500	1107.679	-823.095	911.823
21501	107.50000	1102.248	-823.240	910.115
21502	107.50500	1096.779	-823.375	908.281
21503	107.51000	1091.334	-823.478	906.373
21504	107.51500	1085.850	-823.578	904.426
21505	107.52000	1080.400	-823.610	902.506
21506	107.52500	1074.902	-823.670	900.617
21507	107.53000	1069.435	-823.767	898.838
21508	107.53500	1063.854	-823.838	897.140
21509	107.54000	1058.315	-823.949	895.518
21510	107.54500	1052.699	-824.097	893.917
21511	107.55000	1047.050	-824.257	892.352
21512	107.55500	1041.454	-824.392	890.742
21513	107.56000	1035.931	-824.582	889.055
21514	107.56500	1030.536	-824.725	887.156
21515	107.57000	1025.275	-824.851	885.108
21516	107.57500	1020.222	-824.975	882.883
21517	107.58000	1015.266	-825.066	880.446
21518	107.58500	1010.383	-825.148	877.769
21519	107.59000	1005.566	-825.299	874.860
21520	107.59500	1000.737	-825.350	871.785
21521	107.60000	995.906	-825.368	868.478
21522	107.60500	990.983	-825.359	865.072
21523	107.61000	986.024	-825.285	861.557
21524	107.61500	980.841	-825.102	857.987
21525	107.62000	975.425	-824.909	854.419
21526	107.62500	969.782	-824.657	850.838
21527	107.63000	963.797	-824.394	847.274
21528	107.63500	957.523	-824.077	843.742
21529	107.64000	951.088	-823.682	840.225
21530	107.64500	944.488	-823.224	836.768
21531	107.65000	937.881	-822.683	833.423
21532	107.65500	931.248	-822.094	830.086
21533	107.66000	924.620	-821.514	826.810
21534	107.66500	918.187	-820.932	823.583
21535	107.67000	911.897	-820.444	820.423
21536	107.67500	905.778	-820.026	817.297
21537	107.68000	899.818	-819.685	814.151
21538	107.68500	894.068	-819.322	810.900
21539	107.69000	888.450	-819.017	807.591
21540	107.69500	882.902	-818.656	804.224
21541	107.70000	877.399	-818.279	800.813
21542	107.70500	871.882	-817.869	797.325
21543	107.71000	866.386	-817.430	793.840
21544	107.71500	860.667	-816.912	790.327
21545	107.72000	854.852	-816.391	786.877
21546	107.72500	848.875	-815.839	783.538
21547	107.73000	842.716	-815.230	780.308
21548	107.73500	836.397	-814.590	777.274
21549	107.74000	829.914	-813.923	774.266
21550	107.74500	823.247	-813.220	771.414
21551	107.75000	816.469	-812.507	768.689
21552	107.75500	809.536	-811.738	765.912
21553	107.76000	802.626	-810.948	763.211
21554	107.76500	795.646	-810.106	760.543
21555	107.77000	788.675	-809.275	757.783
21556	107.77500	781.815	-808.433	755.048
21557	107.78000	775.005	-807.602	752.300
21558	107.78500	768.286	-806.747	749.437
21559	107.79000	761.674	-805.910	746.637
21560	107.79500	755.167	-805.090	743.844
21561	107.80000	748.709	-804.244	741.064
21562	107.80500	742.316	-803.480	738.357
21563	107.81000	735.919	-802.696	735.795
21564	107.81500	729.470	-801.966	733.273
21565	107.82000	722.970	-801.227	730.900
21566	107.82500	716.345	-800.493	728.631
21567	107.83000	709.619	-799.764	726.486
21568	107.83500	702.823	-799.008	724.488
21569	107.84000	695.962	-798.218	722.621
21570	107.84500	688.914	-797.332	720.780
21571	107.85000	681.604	-796.423	719.077
21572	107.85500	674.144	-795.445	717.395
21573	107.86000	666.444	-794.424	715.733
21574	107.86500	658.592	-793.281	714.092
21575	107.87000	650.584	-792.072	712.506
21576	107.87500	642.439	-790.736	710.904
21577	107.88000	634.214	-789.409	709.366
21578	107.88500	625.966	-787.971	707.949
21579	107.89000	617.675	-786.562	706.583
21580	107.89500	609.427	-785.198	705.355
21581	107.90000	601.257	-783.809	704.251
21582	107.90500	593.113	-782.506	703.207
21583	107.91000	585.011	-781.183	702.246
21584	107.91500	576.980	-779.853	701.366
21585	107.92000	569.034	-778.578	700.584
21586	107.92500	561.108	-777.193	699.793
21587	107.93000	553.169	-775.834	699.004
21588	107.93500	545.259	-774.440	698.229
21589	107.94000	537.304	-773.012	697.414
21590	107.94500	529.259	-771.565	696.663
21591	107.95000	521.114	-770.095	695.873
21592	107.95500	512.874	-768.565	695.062
21593	107.96000	504.538	-767.005	694.251
21594	107.96500	496.038	-765.397	693.456
21595	107.97000	487.433	-763.772	692.692
21596	107.97500	478.703	-762.113	691.956
21597	107.98000	469.864	-760.478	691.251
21598	107.98500	460.975	-758.807	690.588
21599	107.99000	452.009	-757.182	689.949
21600	107.99500	443.009	-755.516	689.355
21601	108.00000	433.977	-753.865	688.773
21602	108.00500	425.028	-752.147	688.196
21603	108.01000	416.061	-750.473	687.653
21604	108.01500	407.176	-748.775	687.127
21605	108.02000	398.315	-747.054	686.619
21606	108.02500	389.550	-745.362	686.127
21607	108.03000	380.813	-743.742	685.653
21608	108.03500	372.176	-742.040	685.183
21609	108.04000	363.612	-740.386	684.770
21610	108.04500	355.067	-738.758	684.325
21611	108.05000	346.586	-737.102	683.880
21612	108.05500	338.086	-735.478	683.454
21613	108.06000	329.588	-733.910	682.994
21614	108.06500	321.082	-732.362	682.518
21615	108.07000	312.529	-730.798	682.000
21616	108.07500	303.923	-729.249	681.494
21617	108.08000	295.257	-727.707	680.938
21618	108.08500	286.489	-726.161	680.349
21619	108.09000	277.588	-724.590	679.760
21620	108.09500	268.607	-722.998	679.189
21621	108.10000	259.481	-721.438	678.593
21622	108.10500	250.241	-719.849	678.041
21623	108.11000	240.963	-718.248	677.576
21624	108.11500	231.626	-716.624	677.197
21625	108.12000	222.267	-715.021	676.840
21626	108.12500	212.966	-713.434	676.646
21627	108.13000	203.725	-711.799	676.535
21628	108.13500	194.574	-710.255	676.536
21629	108.14000	185.513	-708.728	676.675
21630	108.14500	176.563	-707.261	676.849
21631	108.15000	167.747	-705.849	677.093
21632	108.15500	158.969	-704.428	677.319
21633	108.16000	150.220	-703.031	677.621
21634	108.16500	141.492	-701.620	677.820
21635	108.17000	132.761	-700.183	678.114
21636	108.17500	123.957	-698.731	678.348
21637	108.18000	115.052	-697.292	678.628
21638	108.18500	105.998	-695.885	678.980
21639	108.19000	96.838	-694.438	679.392
21640	108.19500	87.476	-693.065	679.872
21641	108.20000	77.978	-691.654	680.487
21642	108.20500	68.299	-690.327	681.160
21643	108.21000	58.579	-688.950	681.845
21644	108.21500	48.772	-687.601	682.694
21645	108.22000	38.933	-686.233	683.620
21646	108.22500	29.141	-684.899	684.593
21647	108.23000	19.412	-683.554	685.553
21648	108.23500	9.759	-682.238	686.609
21649	108.24000	0.213	-680.961	687.686
21650	108.24500	-9.184	-679.680	688.782
21651	108.25000	-18.526	-678.381	689.925
21652	108.25500	-27.719	-677.041	691.063
21653	108.26000	-36.926	-675.744	692.298
21654	108.26500	-46.011	-674.440	693.579
21655	108.27000	-55.100	-673.179	694.874
21656	108.27500	-64.177	-671.879	696.309
21657	108.28000	-73.298	-670.593	697.760
21658	108.28500	-82.482	-669.353	699.291
21659	108.29000	-91.701	-668.105	700.818
21660	108.29500	-101.055	-666.944	702.458
21661	108.30000	-110.455	-665.717	704.023
21662	108.30500	-119.955	-664.511	705.585
21663	108.31000	-129.519	-663.263	707.100
21664	108.31500	-139.117	-661.968	708.588
21665	108.32000	-148.774	-660.642	710.032
21666	108.32500	-158.394	-659.314	711.524
21667	108.33000	-167.984	-657.989	713.042
21668	108.33500	-177.506	-656.663	714.567
21669	108.34000	-186.947	-655.342	716.172
21670	108.34500	-196.332	-654.051	717.841
21671	108.35000	-205.600	-652.759	719.574
21672	108.35500	-214.750	-651.499	721.446
21673	108.36000	-223.778	-650.210	723.251
21674	108.36500	-232.728	-648.957	725.228
21675	108.37000	-241.560	-647.651	727.143
21676	108.37500	-250.320	-646.359	729.064
21677	108.38000	-259.023	-645.058	731.018
21678	108.38500	-267.704	-643.743	732.923
21679	108.39000	-276.321	-642.460	734.820
21680	108.39500	-284.966	-641.147	736.611
21681	108.40000	-293.592	-639.858	738.337
21682	108.40500	-302.259	-638.538	740.030
21683	108.41000	-311.003	-637.194	741.651
21684	108.41500	-319.779	-635.836	743.201
21685	108.42000	-328.643	-634.507	744.709
21686	108.42500	-337.593	-633.153	746.188
21687	108.43000	-346.616	-631.824	747.639
21688	108.43500	-355.710	-630.531	749.052
21689	108.44000	-364.862	-629.231	750.505
21690	108.44500	-373.994	-627.885	751.888
21691	108.45000	-383.138	-626.573	753.312
21692	108.45500	-392.232	-625.225	754.707
21693	108.46000	-401.226	-623.920	756.182
21694	108.46500	-410.144	-622.596	757.605
21695	108.47000	-418.932	-621.255	759.056
21696	108.47500	-427.636	-619.993	760.513
21697	108.48000	-436.218	-618.686	761.921
21698	108.48500	-444.714	-617.379	763.347
21699	108.49000	-453.143	-616.068	764.758
21700	108.49500	-461.485	-614.706	766.175
21701	108.50000	-469.842	-613.321	767.581
21702	108.50500	-478.121	-611.920	768.990
21703	108.51000	-486.414	-610.584	770.483
21704	108.51500	-494.718	-609.181	772.017
21705	108.52000	-503.021	-607.869	773.600
21706	108.52500	-511.345	-606.508	775.295
21707	108.53000	-519.670	-605.191	777.086
21708	108.53500	-527.952	-603.835	778.927
21709	108.54000	-536.173	-602.512	780.878
21710	108.54500	-544.339	-601.163	782.834
21711	108.55000	-552.378	-599.816	784.826
21712	108.55500	-560.287	-598.453	786.838
21713	108.56000	-568.051	-597.037	788.808
21714	108.56500	-575.665	-595.600	790.764
21715	108.57000	-583.161	-594.151	792.642
21716	108.57500	-590.525	-592.656	794.433
21717	108.58000	-597.753	-591.152	796.097
21718	108.58500	-604.912	-589.619	797.667
21719	108.59000	-612.019	-588.020	799.145
21720	108.59500	-619.050	-586.430	800.496
21721	108.60000	-626.076	-584.806	801.801
21722	108.60500	-633.066	-583.094	802.996
21723	108.61000	-640.051	-581.428	804.240
21724	108.61500	-647.029	-579.727	805.425
21725	108.62000	-653.957	-578.039	806.656
21726	108.62500	-660.869	-576.355	807.953
21727	108.63000	-667.734	-574.738	809.272
21728	108.63500	-674.523	-573.059	810.568
21729	108.64000	-681.250	-571.379	811.935
21730	108.64500	-687.956	-569.728	813.268
21731	108.65000	-694.580	-568.021	814.541
21732	108.65500	-701.093	-566.282	815.769
21733	108.66000	-707.369	-564.495	816.861
21734	108.66500	-713.746	-562.715	817.942
21735	108.67000	-720.080	-560.918	818.942
21736	108.67500	-726.313	-559.094	819.847
21737	108.68000	-732.493	-557.218	820.644
21738	108.68500	-738.585	-555.335	821.355
21739	108.69000	-744.683	-553.427	822.101
21740	108.69500	-750.707	-551.514	822.779
21741	108.70000	-756.611	-549.625	823.371
21742	108.70500	-762.478	-547.772	823.968
21743	108.71000	-768.288	-545.869	824.561
21744	108.71500	-773.980	-543.962	825.039
21745	108.72000	-779.504	-541.996	825.457
21746	108.72500	-784.870	-539.915	825.852
21747	108.73000	-790.013	-537.778	826.224
21748	108.73500	-794.947	-535.542	826.518
21749	108.74000	-799.548	-533.233	826.802
21750	108.74500	-803.904	-530.867	827.069
21751	108.75000	-808.009	-528.467	827.336
21752	108.75500	-811.944	-526.035	827.651
21753	108.76000	-815.709	-523.496	827.986
21754	108.76500	-819.308	-520.990	828.375
21755	108.77000	-822.821	-518.429	828.855
21756	108.77500	-826.259	-515.775	829.390
21757	108.78000	-829.620	-513.216	830.087
21758	108.78500	-832.928	-510.668	830.831
21759	108.79000	-836.184	-508.156	831.645
21760	108.79500	-839.351	-505.654	832.468
21761	108.80000	-842.415	-503.142	833.353
21762	108.80500	-845.324	-500.590	834.251
21763	108.81000	-848.083	-498.003	835.099
21764	108.81500	-850.639	-495.397	835.879
21765	108.82000	-853.040	-492.737	836.563
21766	108.82500	-855.233	-489.993	837.144
21767	108.83000	-857.264	-487.245	837.575
21768	108.83500	-859.122	-484.379	837.897
21769	108.84000	-860.845	-481.498	838.114
21770	108.84500	-862.528	-478.534	838.257
21771	108.85000	-864.054	-475.567	838.320
21772	108.85500	-865.532	-472.533	838.373
21773	108.86000	-866.937	-469.504	838.438
21774	108.86500	-868.319	-466.471	838.538
21775	108.87000	-869.648	-463.424	838.759
21776	108.87500	-870.911	-460.397	839.029
21777	108.88000	-872.082	-457.379	839.392
21778	108.88500	-873.120	-454.351	839.796
21779	108.89000	-873.993	-451.308	840.212
21780	108.89500	-874.680	-448.206	840.663
21781	108.90000	-875.166	-445.078	841.074
21782	108.90500	-875.410	-441.893	841.416
21783	108.91000	-875.421	-438.636	841.683
21784	108.91500	-875.178	-435.354	841.837
21785	108.92000	-874.745	-431.950	841.925
21786	108.92500	-874.140	-428.538	842.003
21787	108.93000	-873.379	-425.088	842.003
21788	108.93500	-872.576	-421.611	842.057
21789	108.94000	-871.754	-418.166	842.167
21790	108.94500	-870.924	-414.768	842.341
21791	108.95000	-870.159	-411.335	842.627
21792	108.95500	-869.513	-408.015	843.073
21793	108.96000	-868.983	-404.666	843.638
21794	108.96500	-868.515	-401.316	844.326
21795	108.97000	-868.049	-397.965	845.145
21796	108.97500	-867.538	-394.530	846.042
21797	108.98000	-866.903	-391.132	846.950
21798	108.98500	-866.056	-387.673	847.881
21799	108.99000	-864.941	-384.154	848.732
21800	108.99500	-863.440	-380.539	849.532
21801	109.00000	-861.536	-376.872	850.210
21802	109.00500	-859.202	-373.030	850.767
21803	109.01000	-856.499	-369.192	851.216
21804	109.01500	-853.487	-365.258	851.511
21805	109.02000	-850.207	-361.371	851.672
